시도,주차장명,주차장유형(노상/노외/부설),주소,위도,경도,관리기관,전화번호(주차장관리자),추가 연락처,20.1.24.(금) 개방시작시간,20.1.24.(금) 개방종료시간,20.1.25.(토) 개방시작시간,20.1.25.(토) 개방종료시간,20.1.26.(일) 개방시작시간,20.1.26.(일) 개방종료시간,20.1.27.(월) 개방시작시간,20.1.27.(월) 개방종료시간,특이사항,종일개방여부
부산광역시,장림2동 행정복지센터,부설,부산광역시 사하구 장림동 601,35.0779067,128.9726198,장림2동주민센터,051-220-5301,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,을숙도문화회관,부설,부산광역시 사하구 하단동 1151-14,35.1099098,128.9448523,을숙도문화회관,051-220-5801,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,하단2동 행정복지센터,부설,부산광역시 사하구 하단동 1161-3,35.114591,128.9605464,하단2동주민센터,051-220-5181,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,하단1동 행정복지센터,부설,부산광역시 사하구 하단동 608-11,35.1039629,128.9642475,하단1동주민센터,051-220-5151,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,서구청,부설,부산광역시 서구 구덕로120,35.0979,129.024205,부산광역시 서구청,051-240-4151,,9:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,18:00,,종일개방
부산광역시,송도오션파크(축제의 광장),노외,부산광역시 서구 송도해변로 36,35.073501,129.017316,부산광역시 서구청,051-248-0112,,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,송도오션파크 앞 노상공영주차장 만차시 탄력적 운영('20.1.24.~1.27.),종일개방
부산광역시,서대신4동 주민센터,부설,부산광역시 서구 꽃마을로 58(서대신동3가),35.119106,129.011599,서대신4동주민센터,051-240-6501,,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남부민1동 주민센터,부설,부산광역시 서구 충무대로255번길 5-26,35.092756,129.023337,남부민1동 주민센터,051-240-6602,,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,암남동 주민센터,부설,부산광역시 서구 충무대로 83,35.079761,129.020978,암남동 주민센터,051-240-6669,,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,수영구청,부설,부산광역시 수영구 남천동로 100(남천동),35.14536623,129.1123652,부산시 수영구청,051-610-4101,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,수영구보건소,부설,부산광역시 수영구 수영로 637-5,35.16247327,129.1134875,수영구보건소,051-752-4000,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,수영구 국민체육센터,부설,부산광역시 수영구 수영로521번길 77,35.15288331,129.1075069,수영구 국민체육센터,051-711-2340,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,망미2동 행정복지센터,부설,부산광역시 수영구 수미로35번길 40,35.16200461,129.1134811,망미2동 행정복지센터,051-610-5943,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,수영세무서,부설,부산광역시 수영구 남천동로 19번길 28,35.14353771,129.1112429,수영세무서,051-620-9200,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,동래세무서,부설,부산광역시 연제구 거제천로 269번길 16,35.192679,129.086907,동래세무서,051-860-2200,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산시 소방본부,부설,부산광역시 연제구 고분로 216,35.184119,129.105954,부산시 소방본부,051-760-4323,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산지방국세청,부설,부산광역시 연제구 연제로12,35.177029,129.078214,부산지방국세청,051-750-7611,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,연제구청,부설,부산광역시 연제구 연제로2,35.17667,129.079412,연제구청,051-665-4222,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,동남지방통계청,부설,부산광역시 연제구 연제로24,35.177607,129.077379,동남지방통계청,051-850-3300,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산지방노동청,부설,부산광역시 연제구 연제로36,35.178331,129.076869,부산지방노동청,051-850-6310,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산광역시청 및 부산지방경찰청,부설,부산광역시 연제구 중앙대로1001,35.179928,129.07509,부산광역시청(총무과),051-888-1867,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1.23(목) 20시부터 1.28(화) 08시까지 지상주차장,종일개방
부산광역시,영도상수도사업소,부설,부산광역시 영도구 상수도길 10,35.091758,129.048253,영도상수도사업소,051-669-2517,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,영도어린이영어도서관,부설,부산광역시 영도구 절영로 71,35.088493,129.039118,영도어린이영어도서관,051-419-5671,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,영도구청,부설,부산광역시 영도구 태종로423,35.090821,129.06772,영도구청,051-415-1001,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,문화예술회관,부설,부산광역시 영도구 함지로79번길 6,35.075563,129.066,문화예술회관,051-419-5561,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,한국해양수산연수원,부설,부산광역시 영도구 해양로 367,35.080951,129.079148,한국해양수산연수원,051-620-5520,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,
부산광역시,해양환경개발연구원,부설,부산광역시 영도구 해양로301번길 23,35.07985,129.078229,해양환경개발연구원,051-400-7700,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,자갈치시장 앞,노상,부산광역시 중구 남포동4가 37-2,35.097025,129.031491,중구청,051-600-4556,,21:00,24:00:00,0:00,익일10:00,21:00,익일10:00,21:00,24:00:00,"설 당일(25일)만 종일 무료개방, 설 당일 제외 10시부터 21시까지 유료개방, 21시부터 다음날 10시까지 무료개방)",
부산광역시,건어물시장,노상,부산광역시 중구 남포동4가 37-3,35.097468,129.032549,중구청,051-600-4556,,19:00,24:00:00,0:00,익일8:00,19:00,익일8:00,19:00,24:00:00,"설 당일(25일)만 종일 무료개방, 설 당일 제외 10시부터 21시까지 유료개방, 21시부터 다음날 10시까지 무료개방)",
부산광역시,신한은행 부산금융센터뒤,노상,부산광역시 중구 동광동1가 2,35.09938,129.035451,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,
부산광역시,부산데파트뒤,노상,부산광역시 중구 동광동1가 50,35.098973,129.035901,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,
부산광역시,광복로 부평동구간,노상,부산광역시 중구 부평동1가 51-1,35.099496,129.026542,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,보수 복개천,노상,부산광역시 중구 부평동3가 80,35.101127,129.022681,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,국제시장로1구간,노상,부산광역시 중구 신창동4가 56-4,35.100661,129.027872,중구청,051-600-4556,,21:00,24:00:00,0:00,익일10:00,21:00,익일10:00,21:00,24:00:00,"설 당일(25일)만 종일 무료개방, 설 당일 제외 10시부터 21시까지 유료개방, 21시부터 다음날 10시까지 무료개방)",종일개방
부산광역시,부산우체국뒤,노상,부산광역시 중구 중앙동3가 20,35.103077,129.035654,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중앙동 유창빌딩앞,노상,부산광역시 중구 중앙동4가 26-3,35.104157,129.036704,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중앙동 교보생명옆,노상,부산광역시 중구 중앙동4가 91,35.106101,129.036968,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중부소방서뒤,노상,부산광역시 중구 중앙동4가 91,35.107569,129.037068,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중앙동객화차담 밑,노상,부산광역시 중구 중앙동4가 91,35.108818,129.038892,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중앙동 마린센터,노상,부산광역시 중구 중앙동4가 91,35.109734,129.03861,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중앙동 KT뒤,노상,부산광역시 중구 중앙동4가 91,35.109227,129.037713,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,
부산광역시,중앙동 국제회관옆,노상,부산광역시 중구 중앙동6가 9-1,35.100273,129.037222,중구청,051-600-4556,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,
부산광역시,해운대인문학도서관,부설,부산광역시 해운대구 반여로 132,35.202207,129.126208,해운대인문학도서관,051-749-6580,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,반여4동 주민센터,부설,부산광역시 해운대구 삼어로133번길 50,35.2092498,129.114912,반여4동 주민센터,051-749-5931,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,지상주차장에 한해 개방,종일개방
부산광역시,반여1동 주민센터,부설,부산광역시 해운대구 선수촌로85,35.2011501,129.116761,반여1동 주민센터,051-749-5901,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,해운대구문화복합센터,부설,부산광역시 해운대구 센텀중앙로 170,35.182189,129.1213751,문화복합센터,051-749-6153,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,반송2동 주민센터,부설,부산광역시 해운대구 신반송로 173,35.2288319,129.158235,반송2동 주민센터,051-749-5951,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,반송1동 주민센터,부설,부산광역시 해운대구 아랫반송로16,35.2251772,129.14572,반송1동 주민센터,051-749-5941,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,,
부산광역시,부산지방법원 동부지원,부설,부산광역시 해운대구 재반로 112번길 20,35.1885412,129.126643,부산지방법원 동부지원,051-780-1114,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,반여2동 주민센터,부설(동지하),부산광역시 해운대구 재반로211번길 9,35.1961305,129.12894,반여2동 주민센터,051-749-5911,,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,,
부산광역시,좌4동 주민센터,부설,부산광역시 해운대구 좌동순환로 183,35.1778862,129.17406,좌4동 주민센터,051-749-5881,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,좌2동 주민센터,부설,부산광역시 해운대구 좌동순환로 302,35.1691143,129.18042,좌2동 주민센터,051-749-5861,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중2동 주민센터,부설,부산광역시 해운대구 좌동순환로433번길 34,35.1626008,129.16774,중2동 주민센터,051-749-5841,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,해운대구청,부설,부산광역시 해운대구 중동2로 11,35.1631596,129.1616638,해운대구청,051-749-4164,,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,22시 이후 주차장 폐쇄, 
부산광역시,우2동 주민센터,부설(지상),부산광역시 해운대구 해운대로383번가길 7,35.171221,129.140031,우2동 주민센터,051-749-5821,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,재송어린이도서관,부설,부산광역시 해운대구 해운대로76번길 35-1,35.1896165,129.116325,재송어린이도서관,051-749-7631,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,수영만요트경기장,부설,부산광역시 해운대구 해운대해변로 52,35.1609194,129.138361,수영만요트경기장,051-741-6440,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산영화촬영스튜디오,부설,부산광역시 해운대구 해운대해변로 52,35.1609194,129.138361,부산영화촬영스튜디오,051-720-0323,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,해운대구보건소,부설,부산광역시 해운대구 양운로37번길 59,35.1641139,129.1786601,해운대구보건소,051-749-7504,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
