"시설번호",시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치년도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자
"김해동부-383",01,경상남도,김해시,48250,경상남도 김해시 생림면 나전로161번길 21,,35.3004695,128.8753297,광신산업,생림안전센터,N,Y,2001,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-384",01,경상남도,김해시,48250,경상남도 김해시 생림면 나전로 394,,35.3176831301,128.870921657,병천순대국밥,생림안전센터,N,Y,2004,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-385",01,경상남도,김해시,48250,경상남도 김해시 생림면 장재로520번길 8-3,,35.3239638,128.8486797,학산마을회관,생림안전센터,N,Y,2006,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-386",01,경상남도,김해시,48250,경상남도 김해시 생림면 봉림로 14,,35.3258349,128.8499749,슈퍼휴게소,생림안전센터,N,Y,2006,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-387",01,경상남도,김해시,48250,경상남도 김해시 생림면 봉림로 106,,35.333719,128.847333,생림센터,생림안전센터,N,Y,2003,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-388",01,경상남도,김해시,48250,경상남도 김해시 생림면 봉림로 177,,35.3400715,128.846093768,우정식당,생림안전센터,N,Y,2001,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-389",01,경상남도,김해시,48250,경상남도 김해시 생림면 장재로 487,,35.3231191227,128.845356341,현대방앗간,생림안전센터,N,Y,2002,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-390",01,경상남도,김해시,48250,경상남도 김해시 생림면 마사로 20-4,,35.3460373,128.8521778,고개휴게소,생림안전센터,Y,Y,2004,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-391",01,경상남도,김해시,48250,경상남도 김해시 생림면 마사로 106,,35.3534284,128.850247752,생림중학교,생림안전센터,N,Y,2004,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-392",01,경상남도,김해시,48250,경상남도 김해시 생림면 안양로 152,,35.3643694,128.8523408,한신,생림안전센터,N,Y,2006,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-393",01,경상남도,김해시,48250,경상남도 김해시 생림면 마사로 241,,35.3614166094,128.839138596,만호농장축사,생림안전센터,N,Y,2006,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-394",01,경상남도,김해시,48250,경상남도 김해시 생림면 안양로 299,,35.374342,128.8449214,부산타이어,생림안전센터,N,Y,2003,8.1,8,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-395",01,경상남도,김해시,48250,경상남도 김해시 생림면 안양로 438-24,,35.3793435207,128.8343101,창암취수장,생림안전센터,N,Y,2002,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-396",01,경상남도,김해시,48250,경상남도 김해시 생림면 마사로 460,,35.3737578,128.8243125,독산마을,생림안전센터,Y,Y,2009,8.1,8,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-397",01,경상남도,김해시,48250,경상남도 김해시 생림면 안양로274번길 399-4,,35.3846797162,128.865099462,도요마을회관,생림안전센터,N,Y,2006,8.1,8,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-398",01,경상남도,김해시,48250,경상남도 김해시 생림면 여차로 12,,35.3103623,128.8771814,SM경남모직,생림안전센터,N,Y,2002,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-399",01,경상남도,김해시,48250,경상남도 김해시 생림면 안양로274번안길 5,,35.3845699,128.8533886,양지마을,생림안전센터,N,Y,2009,8.1,8,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-400",01,경상남도,김해시,48250,경상남도 김해시 생림면 마사로 384,,35.3685050968,128.829534048,송촌마을,생림안전센터,N,Y,2007,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-401",01,경상남도,김해시,48250,경상남도 김해시 생림면 나전로161번길 103,,35.3044292218,128.875303899,나전공단,생림안전센터,N,Y,2003,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-402",01,경상남도,김해시,48250,경상남도 김해시 생림면 장재로 443,,35.3237721,128.841799702,구 하봉마을회관,생림안전센터,N,Y,2004,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-403",01,경상남도,김해시,48250,경상남도 김해시 생림면 장재로 363,,35.3251054,128.8329296,TG조경,생림안전센터,Y,Y,2007,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-404",01,경상남도,김해시,48250,경상남도 김해시 생림면 생림대로939번길 4,,35.3421833,128.8467657,마현마을회관,생림안전센터,N,Y,2007,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-405",01,경상남도,김해시,48250,경상남도 김해시 생림면 장재로520번길 8-77,,35.3217992707,128.84586293,디에스피,생림안전센터,N,Y,2007,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-406",01,경상남도,김해시,48250,경상남도 김해시 생림면 생림대로 626,,35.3207501,128.8632393,썬프레인코,생림안전센터,N,Y,2002,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-407",01,경상남도,김해시,48250,경상남도 김해시 생림면 안양로46번길 23,,35.3536348,128.85169114,본생철마을,생림안전센터,N,Y,2009,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-408",01,경상남도,김해시,48250,경상남도 김해시 생림면 생림대로669번길 34,,35.3206498675,128.855952638,이이기계,생림안전센터,N,Y,2007,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-409",01,경상남도,김해시,48250,경상남도 김해시 생림면 생림대로 713번길 7-16,,35.3221296,128.854641506,덕은테크,생림안전센터,N,Y,2009,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-410",01,경상남도,김해시,48250,경상남도 김해시 생림면 안양로 72,,35.3576812,128.8505519,한울타리,생림안전센터,N,Y,2009,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-411",01,경상남도,김해시,48250,경상남도 김해시 생림면 봉림로21번길 15,,35.3255826,128.8479311,본봉림마을,생림안전센터,N,Y,2004,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-412",01,경상남도,김해시,48250,경상남도 김해시 생림면 금곡로 452,,35.3628379,128.811866373,마사마을,생림안전센터,N,Y,2009,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-413",01,경상남도,김해시,48250,경상남도 김해시 생림면 나전로137번길 56,,35.299567,128.8713695,상나전회관,생림안전센터,Y,Y,2004,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-414",01,경상남도,김해시,48250,경상남도 김해시 생림면 마사로445번길 20-7,,35.3718218,128.822699493,북곡마을,생림안전센터,Y,Y,2018,8.1,5,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-415",02,경상남도,김해시,48250,경상남도 김해시 생림면 나전로249번길 13-34,,35.3059468,128.8706396,적수물산,생림안전센터,N,Y,2001,8.1,2.3,100,김해동부소방서,055-320-9441,2019-05-23
"김해동부-416",04,경상남도,김해시,48250,경상남도 김해시 생림면 봉림로 106,,35.333719,128.847333,생림센터,생림안전센터,N,Y,2003,0,0,0,김해동부소방서,055-320-9441,2019-05-23
"김해동부-417",01,경상남도,김해시,48250,경상남도 김해시 생림대로 38,,35.2735909417,128.863172768,경전철 차량기지,북부안전센터,N,Y,2001,8.1,2.2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-418",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 70,,35.2605982794,128.872588023,롯데리아,북부안전센터,N,Y,2001,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-419",01,경상남도,김해시,48250,경상남도 김해시 구산로5번길 89,,35.2553752933,128.867440378,한일유엔아이 앞,북부안전센터,Y,Y,2001,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-420",01,경상남도,김해시,48250,경상남도 김해시 구산로 5번길 57,,35.2531611057,128.86843108,동원아파트,북부안전센터,Y,Y,2001,8.1,2.4,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-421",01,경상남도,김해시,48250,경상남도 김해시 구산로 5번길 57,,35.2531611057,128.8684311,동원아파트,북부안전센터,Y,Y,2001,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-422",01,경상남도,김해시,48250,경상남도 김해시 구산로 5번길 31,,35.2513895598,128.8683025,구산중학교,북부안전센터,N,Y,2001,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-423",01,경상남도,김해시,48250,경상남도 김해시 구산로 5번길 31,,35.2513895598,128.868302529,구산중학교,북부안전센터,N,Y,2001,8.1,2.2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-424",01,경상남도,김해시,48250,경상남도 김해시 구산로 5번길 17,,35.2505109541,128.869174423,연지공원역,북부안전센터,Y,Y,2001,8.1,2.1,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-425",01,경상남도,김해시,48250,경상남도 김해시 구산로 5번길 5,,35.2493744322,128.869007709,연지공원역,북부안전센터,Y,Y,2001,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-426",01,경상남도,김해시,48250,경상남도 김해시 생림대로 27번길 8,,35.2728563312,128.86078232,삼원산업,북부안전센터,N,Y,2001,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-427",01,경상남도,김해시,48250,경상남도 김해시 구산로 19번길 6,,35.249303,128.8708924,통돼지,북부안전센터,Y,Y,2001,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-428",01,경상남도,김해시,48250,경상남도 김해시 구산로 39번길 15,,35.2502294502,128.871760633,CU편의점,북부안전센터,N,Y,2001,8.1,2.6,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-429",01,경상남도,김해시,48250,경상남도 김해시 구산로 39번길 7,,35.2497021918,128.872289013,구산동 갈매기,북부안전센터,N,Y,2001,8.1,2.2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-430",01,경상남도,김해시,48250,경상남도 김해시 안곡로 15,,35.2708736379,128.8589128,감분마을회관,북부안전센터,N,Y,2001,8.1,2.8,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-431",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1784-7,,35.2664901889,128.861731121,두산위브아파트,북부안전센터,N,Y,2001,8.1,2.7,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-432",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1784-7,,35.2664901889,128.861731121,동신아파트,북부안전센터,N,Y,2001,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-433",01,경상남도,김해시,48250,경상남도 김해시 삼계로 69번길 22-17,,35.259997,128.873750175,미리내공원,북부안전센터,N,Y,2002,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-434",01,경상남도,김해시,48250,경상남도 김해시 삼계 중앙로 78-1,,35.2606398109,128.873630575,봄내(식당),북부안전센터,N,Y,2002,8.1,2.6,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-435",01,경상남도,김해시,48250,경상남도 김해시 삼계로 83-1,,35.259196369,128.87489382,시민체육공원,북부안전센터,N,Y,2002,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-436",01,경상남도,김해시,48250,경상남도 김해시 삼계로 83-1,,35.259196369,128.8748938,시민체육공원,북부안전센터,N,Y,2002,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-437",01,경상남도,김해시,48250,경상남도 김해시 삼계로 83-1,,35.259196369,128.87489382,시민체육공원,북부안전센터,N,Y,2002,8.1,2.8,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-438",01,경상남도,김해시,48250,경상남도 김해시 해반천로 166,,35.262905,128.867654,북부센터,북부안전센터,N,Y,2017,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-439",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1868,,35.2580548866,128.863383945,양우내안애,북부안전센터,N,Y,2002,8.1,2.2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-440",01,경상남도,김해시,48250,경상남도 김해시 가락로 223,,35.2454015,128.873468795,백조아파트,북부안전센터,N,Y,2002,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-441",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1902번길 83,,35.2499505995,128.867645506,삼성디지털프라자,북부안전센터,N,Y,2002,8.1,2.6,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-442",01,경상남도,김해시,48250,경상남도 김해시 가락로 150번길 21,,35.2397033112,128.881540902,김해향교,북부안전센터,N,Y,2003,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-443",01,경상남도,김해시,48250,경상남도 김해시 구지로 133,,35.2389600407,128.878105395,동네글방,북부안전센터,N,Y,2003,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-444",01,경상남도,김해시,48250,경상남도 김해시 가락로 125번길 36,,35.2363042569,128.877304,공원슈퍼,북부안전센터,Y,Y,2003,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-445",01,경상남도,김해시,48250,경상남도 김해시 구지로 95,,35.2392231314,128.873924206,김해관광종합안내소,북부안전센터,N,Y,2003,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-446",01,경상남도,김해시,48250,경상남도 김해시 구지로 120-8,,35.2388153548,128.876278656,김해여중학교,북부안전센터,Y,Y,2017,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-447",01,경상남도,김해시,48250,경상남도 김해시 가락로 176번길 20,,35.2426113275,128.879982335,수로왕비릉,북부안전센터,N,Y,2004,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-448",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1902,,35.2569779219,128.8654336,넥센타이어,북부안전센터,N,Y,2004,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-449",01,경상남도,김해시,48250,경상남도 김해시 가야로 19-1,,35.2715101153,128.861358105,푸르지오,북부안전센터,N,Y,2004,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-450",01,경상남도,김해시,48250,경상남도 김해시 가야로 22,,35.2695736249,128.8630456,토종순대국,북부안전센터,N,Y,2004,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-451",01,경상남도,김해시,48250,경상남도 김해시 가야로 38번길 30,,35.2675606388,128.863847783,삼계초등학교,북부안전센터,N,Y,2004,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-452",01,경상남도,김해시,48250,경상남도 김해시 가야로 38번길 40,,35.2665128735,128.864236932,삼계중학교,북부안전센터,N,Y,2004,8.1,2.1,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-453",01,경상남도,김해시,48250,경상남도 김해시 가야로 60,,35.2695198495,128.865322,동원로얄듀크,북부안전센터,N,Y,2004,8.1,2.1,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-454",01,경상남도,김해시,48250,경상남도 김해시 삼계로 234,,35.26671894,128.868691,현대아이파크 상가앞,북부안전센터,N,Y,2006,8.1,2.7,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-455",01,경상남도,김해시,48250,경상남도 김해시 삼계로 234,,35.2667189364,128.868636911,현대아이파크107동옆,북부안전센터,N,Y,2006,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-456",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 13번길 59-9,,35.26502149,128.86487522,둥지공원,북부안전센터,N,Y,2006,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-457",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 13번길 47-24,,35.2636554878,128.865709,양문교회,북부안전센터,Y,Y,2006,8.1,2.1,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-458",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 5번길 1,,35.260593,128.8654794,낭만멸치,북부안전센터,N,Y,2006,8.1,2.2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-459",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 5번길 24,,35.2630219446,128.8655062,통나무집,북부안전센터,Y,Y,2006,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-460",01,경상남도,김해시,48250,경상남도 김해시 삼계로 251,,35.2662194869,128.8666652,부영1차,북부안전센터,Y,Y,2006,8.1,2.1,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-461",01,경상남도,김해시,48250,경상남도 김해시 해반천로 168번길 7,,35.2640890267,128.868536954,부영5차,북부안전센터,N,Y,2006,8.1,2.4,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-462",01,경상남도,김해시,48250,경상남도 김해시 삼계로 207,,35.2665623941,128.871594,가야대학교,북부안전센터,N,Y,2006,8.1,2.4,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-463",01,경상남도,김해시,48250,경상남도 김해시 삼계로 171,,35.2666235646,128.8738695,분성고등학교,북부안전센터,N,Y,2006,8.1,2.8,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-464",01,경상남도,김해시,48250,경상남도 김해시 삼계로 171,,35.2666235646,128.8738695,분성초등학교,북부안전센터,N,Y,2006,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-465",01,경상남도,김해시,48250,경상남도 김해시 삼계로 171,,35.2666235646,128.873869461,분성중학교,북부안전센터,N,Y,2006,8.1,2.6,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-466",01,경상남도,김해시,48250,경상남도 김해시 삼계로 205번길 24,,35.264605,128.871783869,AM.PM 편의점,북부안전센터,N,Y,2006,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-467",01,경상남도,김해시,48250,경상남도 김해시 삼계로 135,,35.26298303,128.875482105,시민체육공원,북부안전센터,N,Y,2007,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-468",01,경상남도,김해시,48250,경상남도 김해시 가야로 161,,35.2631890922,128.871953226,가야프라자,북부안전센터,N,Y,2007,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-469",01,경상남도,김해시,48250,경상남도 김해시 해반천로 168번길 28,,35.2631191878,128.87018041,가야아이파크,북부안전센터,N,Y,2007,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-470",01,경상남도,김해시,48250,경상남도 김해시 해반천로 154,,35.2618381351,128.867702956,새마을금고,북부안전센터,N,Y,2007,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-471",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 6번길 21,,35.2584114,128.866434,진영왕갈비,북부안전센터,Y,Y,2007,8.1,2.6,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-472",01,경상남도,김해시,48250,경상남도 김해시 삼계로 5-1,,35.2571552385,128.866791245,한일유엔아이,북부안전센터,Y,Y,2007,8.1,2.8,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-473",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 22,,35.2600452413,128.867556328,외환은행,북부안전센터,N,Y,2007,8.1,2.4,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-474",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 34,,35.2602401362,128.868707871,삼계농협,북부안전센터,N,Y,2007,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-475",01,경상남도,김해시,48250,경상남도 김해시 삼계로 35,,35.2577509335,128.870465753,푸르지오2차,북부안전센터,N,Y,2007,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-476",01,경상남도,김해시,48250,경상남도 김해시 삼계로 35,,35.2577509335,128.870465753,푸르지오2차,북부안전센터,N,Y,2007,8.1,2.9,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-477",01,경상남도,김해시,48250,경상남도 김해시 삼계로 55번길 15,,35.25893552,128.871253286,거명주유소,북부안전센터,N,Y,2007,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-478",01,경상남도,김해시,48250,경상남도 김해시 삼계로 55번길 15,,35.2589355249,128.871253286,푸르지오,북부안전센터,N,Y,2007,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-479",01,경상남도,김해시,48250,경상남도 김해시 가야로 219,,35.2582951971,128.873031639,한우천따지 삼계점,북부안전센터,N,Y,2007,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-480",01,경상남도,김해시,48250,경상남도 김해시 삼계로 69번길 11,,35.2591974211,128.872731581,최해송 해물찜,북부안전센터,N,Y,2007,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-481",01,경상남도,김해시,48250,경상남도 김해시 구산로 28,,35.2485843699,128.871693,현대병원,북부안전센터,N,Y,2007,8.1,2.4,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-482",01,경상남도,김해시,48250,경상남도 김해시 가락로 241,,35.246768831,128.874326363,구산2주공,북부안전센터,N,Y,2007,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-483",01,경상남도,김해시,48250,경상남도 김해시 가락로 294번길 17-1,,35.2515134936,128.874040106,구산4주공,북부안전센터,Y,Y,2008,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-484",01,경상남도,김해시,48250,경상남도 김해시 가락로 294번길 17-1,,35.2515134936,128.874040106,구산4주공,북부안전센터,N,Y,2008,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-485",01,경상남도,김해시,48250,경상남도 김해시 삼계중앙로 42,,35.2603485372,128.869857432,노블레스 빌딩,북부안전센터,N,Y,2018,8.1,2.8,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-486",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1894-68,,35.2563661502,128.861622558,장신대학교,북부안전센터,N,Y,2008,8.1,2.1,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-487",01,경상남도,김해시,48250,경상남도 김해시 가야로 178,,35.261753084,128.871572987,블루시티2,북부안전센터,N,Y,2010,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-488",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1936,,35.2540422064,128.867163697,동원아파트,북부안전센터,N,Y,2008,8.1,2.8,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-489",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1902번길,,35.248222,128.868025,홍익자동차학원,북부안전센터,N,Y,2008,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-490",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1902번길 88,,35.2497597217,128.866933638,이진캐스빌,북부안전센터,N,Y,2008,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-491",01,경상남도,김해시,48250,경상남도 김해시 김해대로1902번길 62,,35.25042691,128.866913784,이진캐스빌,북부안전센터,N,Y,2008,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-492",01,경상남도,김해시,48250,경상남도 김해시 김해대로1902번길 62,,35.2504269051,128.866913784,이진캐스빌,북부안전센터,N,Y,2009,8.1,2,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-493",01,경상남도,김해시,48250,경상남도 김해시 김해대로1902번길 62,,35.2504269051,128.866913784,이진캐스빌,북부안전센터,N,Y,2009,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-494",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1902번길 30,,35.2539468912,128.865865113,일동미라주,북부안전센터,N,Y,2009,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-495",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1902번길 14,,35.2557163296,128.864727907,숲속자연유치원,북부안전센터,Y,Y,2009,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-496",01,경상남도,김해시,48250,경상남도 김해시 가야로 38번길 10,,35.2690099359,128.864302944,킴스마트,북부안전센터,N,Y,2009,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-497",01,경상남도,김해시,48250,경상남도 김해시 안곡로63,,35.2722354487,128.854267078,경창목재,북부안전센터,N,Y,2009,8.1,3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-498",01,경상남도,김해시,48250,경상남도 김해시 가락로 176번길 28-26,,35.2422350604,128.881215,백운공원,북부안전센터,N,Y,2009,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-499",01,경상남도,김해시,48250,경상남도 김해시 김해대로1765번길 14,,35.2676309687,128.862324221,외식명가 오립스,북부안전센터,Y,Y,2009,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-500",01,경상남도,김해시,48250,경상남도 김해시 김해대로 1816,,35.2642536082,128.863710492,새김해주유소(홍익목재앞),북부안전센터,N,Y,2012,8.1,2.5,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-501",01,경상남도,김해시,48250,경상남도 김해시 구산로 10번길 5,,35.2482969528,128.86991895,엄마뚝배기,북부안전센터,N,Y,2013,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-502",01,경상남도,김해시,48250,경상남도 김해시 가락로 176번길 23,,35.242923,128.880095,탑할인마트,북부안전센터,Y,Y,2016,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-503",01,경상남도,김해시,48250,경상남도 김해시 가락로 164번길 42,,35.2426453555,128.882430547,대성카정비,북부안전센터,Y,Y,2016,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-504",02,경상남도,김해시,48250,경상남도 김해시 가락로 124번길 9-3,,35.2382273862,128.881634,수향레포츠,북부안전센터,N,Y,2001,8.1,2.3,100,김해동부소방서,055-320-9411,2019-05-23
"김해동부-505",04,경상남도,김해시,48250,경상남도 김해시 구산로 42번길 19-23,,35.2472808714,128.873384609,목화골공원,북부안전센터,N,Y,2001,0,0,0,김해동부소방서,055-320-9411,2019-05-23
"김해동부-506",01,경상남도,김해시,48250,경상남도 김해시 대동면 동남로41번길 12,,35.2360849315,128.993374,대동어린이집,대동안전센터,Y,Y,2019,8.1,5,100,김해동부소방서,055-320-9421,2019-05-23
"김해동부-507",01,경상남도,김해시,48250,경상남도 김해시 대동면 대동로 49-7,,35.2232419014,128.931398,선암마을,대동안전센터,N,Y,1998,8.1,5,100,김해동부소방서,055-320-9421,2019-05-23
"김해동부-508",01,경상남도,김해시,48250,경상남도 김해시 대동면 동남로45번길 92-69,,35.2364692967,128.986277,삼성물류,대동안전센터,N,Y,2003,8.1,5,100,김해동부소방서,055-320-9421,2019-05-23
"김해동부-509",01,경상남도,김해시,48250,경상남도 김해시 대동면 대동로962번길 111,,35.2674608191,128.992418,청송산업기계,대동안전센터,N,Y,2003,8.1,5,100,김해동부소방서,055-320-9421,2019-05-23
"김해동부-510",01,경상남도,김해시,48250,경상남도 김해시 대동면 대동로274번길 81-4,,35.2303349548,128.952545,신명마을회관,대동안전센터,N,Y,2003,8.1,5,100,김해동부소방서,055-320-9421,2019-05-23
